"","attractor","state","IFNG_e","GMCSF_e","IL1B_e","IC_e","LPS_e","NECA_e","EGFR_e","IL4_e","IL6_e","IL10_e","STAT1","STAT5","IL1R","IL12_out","FCGR","NFKB","VEGF_out","TLR4","IL6_out","KLF4","STAT6","IL10_out","SOCS1","PPARG","STAT3_IL6","STAT3_IL10","SOCS3","IL6R","IL10R","cell.type"
"3668",1952,2,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3669",1952,3,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3670",1952,4,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3671",1952,5,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3672",1952,6,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3673",1953,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3674",1953,2,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3675",1953,3,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3676",1953,4,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3677",1953,5,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3678",1953,6,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3679",1954,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3680",1954,2,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3681",1954,3,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3682",1954,4,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3683",1954,5,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3684",1954,6,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3685",1955,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3686",1955,2,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3687",1955,3,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3688",1955,4,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3689",1955,5,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3690",1955,6,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3691",1956,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3692",1956,2,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3693",1956,3,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3694",1956,4,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3695",1956,5,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3696",1956,6,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3697",1957,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3698",1957,2,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3699",1957,3,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3700",1957,4,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3701",1957,5,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3702",1957,6,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3703",1958,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3704",1958,2,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3705",1958,3,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3706",1958,4,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3707",1958,5,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3708",1958,6,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3709",1959,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3710",1959,2,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3711",1959,3,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3712",1959,4,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3713",1959,5,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3714",1959,6,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3715",1960,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3716",1960,2,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3717",1960,3,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3718",1960,4,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3719",1960,5,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3720",1960,6,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3721",1961,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3722",1961,2,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3723",1961,3,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3724",1961,4,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3725",1961,5,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3726",1961,6,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3727",1962,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3728",1962,2,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3729",1962,3,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3730",1962,4,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3731",1962,5,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3732",1962,6,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3733",1963,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3734",1963,2,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3735",1963,3,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3736",1963,4,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3737",1963,5,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3738",1963,6,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3739",1964,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3740",1964,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3741",1964,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3742",1964,4,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3743",1964,5,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3744",1964,6,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3745",1965,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3746",1965,2,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3747",1965,3,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3748",1965,4,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3749",1965,5,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3750",1965,6,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3751",1966,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3752",1966,2,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3753",1966,3,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3754",1966,4,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3755",1966,5,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3756",1966,6,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3757",1967,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3758",1967,2,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3759",1967,3,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3760",1967,4,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3761",1967,5,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3762",1967,6,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3763",1968,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3764",1968,2,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3765",1968,3,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3766",1968,4,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3767",1968,5,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3768",1968,6,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3769",1969,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3770",1969,2,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3771",1969,3,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3772",1969,4,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3773",1969,5,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3774",1969,6,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3775",1970,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3776",1970,2,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3777",1970,3,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3778",1970,4,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3779",1970,5,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3780",1970,6,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3781",1971,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3782",1971,2,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3783",1971,3,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3784",1971,4,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3785",1971,5,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3786",1971,6,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3787",1972,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3788",1972,2,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3789",1972,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3790",1972,4,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3791",1972,5,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3792",1972,6,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3793",1973,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3794",1973,2,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3795",1973,3,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3796",1973,4,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3797",1973,5,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
"3798",1973,6,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,"NoLabel/NoLabel/NoLabel/NoLabel/NoLabel/NoLabel"
